"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION, MAYILADUTHURAITAMILNADU WAREHOUSING CO","6913149","261, THANJAVUR MAIN ROAD, WEST SITHARKADU","Nagapattinam","TAMIL NADU","20900","12-Apr-2024","11-Apr-2029","8056614793","Active",""
"Tamilnadu Warehousing Corporation","TNWC, PANRUTI WAREHOUSE","6979744","KUMBAKONAM ROAD, PANRUTI,","Cuddalore","TAMIL NADU","6500","24-Sep-2024","23-Sep-2029","8667521754","Active",""
"Tamilnadu Warehousing Corporation","TNWC, CHINNASALEM WAREHOUSE","6992168","100, KOOGAIYUR ROAD, CHINNASALEM","Viluppuram","TAMIL NADU","21400","07-Nov-2024","06-Nov-2029","6383793622","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION MANAMADURAI","6831333","17/18 SIPCOT INDUTRIAL COMPLEX, MANAMADURAI","Sivaganga","TAMIL NADU","9400","04-Jan-2024","03-Jan-2029","9790625040","Active",""
"Tamilnadu Warehousing Corporation","TAMIL NADU WAREHOUSING CORPORATION THENI","6928352","5, PERIYAKULAM ROAD, SUKKUVADANPATTI POST","Theni","TAMIL NADU","22000","10-May-2024","09-May-2029","9787826390","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION, THIRUMANGALAM","6825210","B6-SIDCO INDUSTRIAL ESTATE, KAPPALUR","Madurai","TAMIL NADU","15800","26-Dec-2023","25-Dec-2028","9600703737","Active",""
"Tamilnadu Warehousing Corporation","Chinnathambipalayam","6683916","3/107, Chinnathambipalayam po,","Namakkal","TAMIL NADU","3400","17-Feb-2023","16-Feb-2028","8618501822","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION KARAIKUDI","6931141","1/57 ILLUPAKUDI ROAD, ALGAPPAPURAM","Sivaganga","TAMIL NADU","23500","16-May-2024","15-May-2029","9677233266","Active",""
"Tamilnadu Warehousing Corporation","MEELAVITTAN","6955710","PLOT NO C45 -C49 SIPCOT COMPLEX, MADUTHUR POST","Thoothukkudi","TAMIL NADU","18600","09-Jul-2024","08-Jul-2029","8754223984","Active",""
"Tamilnadu Warehousing Corporation","TUTICORIN TOWN","6956254","NO-59 GEORGE ROAD, TUTICORIN TOWN","Thoothukkudi","TAMIL NADU","4250","09-Jul-2024","08-Jul-2029","9788898054","Active",""
"Tamilnadu Warehousing Corporation","PALAYAMKOTTAI","6957062","No 6 STC ROAD PERUMALPURAM PALAYAMKOTTAI, No 6 STCROAD PERUMALPURAM PALAYAMKOTTAI","Tirunelveli","TAMIL NADU","18500","10-Jul-2024","09-Jul-2029","9786070051","Active",""
"Tamilnadu Warehousing Corporation","TNWC, VRIDHACHALAM","7062722","249, CUDDALORE ROAD, VRIDHACHALAM","Cuddalore","TAMIL NADU","10900","03-Apr-2025","02-Apr-2030","8940978025","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION PATTINAMKATHAN","6950224","ECR THOOTHUKODI ROAD, PATTANAMKATTAN, RAMNAD","Ramanathapuram","TAMIL NADU","15000","26-Jun-2024","25-Jun-2029","9443467491","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSIG CORPORATION, BATLAGUNDU","6797401","AYAMPALAYAM,SECTION, DINDIGUL ROAD, BATLAGUNDU","Dindigul","TAMIL NADU","2800","30-Oct-2023","29-Oct-2028","7397107670","Active",""
"Tamilnadu Warehousing Corporation","Pappireddipatti Warehouse","6533889","Gobichettipalayam Village, Pappireddipatti Taluk, Dharmapuri 635 305,","Dharmapuri","TAMIL NADU","5000","22-Sep-2021","21-Sep-2026","6374968254","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION ARUPPUKOTTAI","6824940","392,SUKKILNATHAM ROAD, ARUPPUKOTTAI","Virudhunagar","TAMIL NADU","11500","26-Dec-2023","25-Dec-2028","9943340195","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION DINDIGUL","6931596","96, Palani Road,","Dindigul","TAMIL NADU","14100","17-May-2024","16-May-2029","6382456775","Active",""
"Tamilnadu Warehousing Corporation","TAMIIL NADU WAREHOUSING CORPORATION,VELLORE","6826200","No.1, Katpadi Road","Vellore","TAMIL NADU","12500","26-Dec-2023","25-Dec-2028","9486531039","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION PATTUKKOTTAI","7048952","VEERAKURICHI, ALADIKUMULAI POST","Thanjavur","TAMIL NADU","4744","24-Mar-2025","23-Mar-2030","9842944676","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION, THIRUVALLUR","6940779","LAKSHMIPURAM,","Thiruvallur","TAMIL NADU","9400","10-Jun-2024","09-Jun-2029","9626779028","Active",""
"Tamilnadu Warehousing Corporation","Nallampalli","6532980","Tamil Nadu Warehousing Corporation, Nallampalli Village, Dharmapuri District,","Dharmapuri","TAMIL NADU","15000","16-Sep-2021","15-Sep-2026","6383927769","Active",""
"Tamilnadu Warehousing Corporation","Gobichettipalayam","6970743","4/55B, Sakthi road, Karattadipalayam, Gobichettipalayam","Salem","TAMIL NADU","6800","27-Aug-2024","26-Aug-2029","9942646470","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION,MADHURANTHAKAM.","6943112","PUDUMAMBAKKAM, NEAR GURUKULAM","Kancheepuram","TAMIL NADU","11000","13-Jun-2024","12-Jun-2029","9940585804","Active",""
"Tamilnadu Warehousing Corporation","TAMIL NADU WAREHOUSING CORPORATION, RAJAPALAYAM","6945638","120 SRIVILIPUTHUR ROAD,, RAJAPALAYAM WAREHOUSE","Virudhunagar","TAMIL NADU","7400","18-Jun-2024","17-Jun-2029","8124555847","Active",""
"Tamilnadu Warehousing Corporation","TAMIL NADU WAREHOUSING CORPORATION TIRUPUR","8311021","S.F.NO.400, ANGERIPALAYAM ROAD, TIRUPUR","Tiruppur","TAMIL NADU","18000","27-Aug-2024","26-Aug-2029","9894713959","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION, ARANTHANGI","6927727","OPPSITE RAILWAY STATION, ARANTHANGI","Pudukkottai","TAMIL NADU","9500","09-May-2024","08-May-2029","7904981017","Active",""
"Tamilnadu Warehousing Corporation","SANKARANKOVIL","7100431","2/137 KALUGUMALAI ROAD, SANKARANKOVIL","Tirunelveli","TAMIL NADU","6400","30-May-2025","29-May-2030","9487020851","Active",""
"Tamilnadu Warehousing Corporation","Tamilnadu Warehousing Corporation, Kancheepuram.","7055163","No.17H,Reddipet Road,, Hodsenpet,Kancheepuram.","Kancheepuram","TAMIL NADU","11400","27-Mar-2025","26-Mar-2030","9894891858","Active",""
"Tamilnadu Warehousing Corporation","Tamilnadu Warehousing Corporation, Polur.","7055973","No.72,Veerappan Street,Near SI Mills,, Polur","Tiruvannamalai","TAMIL NADU","10000","27-Mar-2025","26-Mar-2030","9626808203","Active",""
"Tamilnadu Warehousing Corporation","Tamil Nadu Warehousing Corporation, Namakkal Warehouse.","7056062","No.76/A, Thiruchengode Road,, Namakkal","Namakkal","TAMIL NADU","9900","27-Mar-2025","26-Mar-2030","9600315157","Active",""
"Tamilnadu Warehousing Corporation","Tamil Nadu Warehousing Corporation,Dhrmapuri","7056609","Bharathipuram Collectorate Post., Dharmapuri","Dharmapuri","TAMIL NADU","12750","27-Mar-2025","26-Mar-2030","8778538195","Active",""
"Tamilnadu Warehousing Corporation","TAMIL NADU WAREHOUSING CORPORATION METTUPALAYAM","8231029","5/509, TNWC CAMPUS, Karamadai Road","Coimbatore","TAMIL NADU","15100","29-Nov-2024","28-Nov-2029","7373035933","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION, MUSIRI","6919088","BYE PASS ROAD, ALAMARATHUPATTI, MUSIRI","Tiruchirappalli","TAMIL NADU","3400","23-Apr-2024","22-Apr-2029","8220739183","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION,PUDUKKOTTAI","7049133","ANNAVASAL ROAD, RAJAGOPALAPURAM POST","Pudukkottai","TAMIL NADU","16400","24-Mar-2025","23-Mar-2030","9600931627","Active",""
"Tamilnadu Warehousing Corporation","TAMIL NADU WAREHOUSING CORPORATION POLLACHI","7070287","No.158, Meenkarai Road","Coimbatore","TAMIL NADU","9000","11-Apr-2025","10-Apr-2030","9994165261","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION,RANIPET","6941314","No.12-B, SIPCOT Industrial Complex,, Ponnai Road, Ranipet.","Vellore","TAMIL NADU","21200","10-Jun-2024","09-Jun-2029","8754223984","Active",""
"Tamilnadu Warehousing Corporation","Attur Warehouse","7055437","Paithur Road, Pudupettai (po), Attur.636102","Salem","TAMIL NADU","10200","27-Mar-2025","26-Mar-2030","9994999459","Active",""
"Tamilnadu Warehousing Corporation","Tamil Nadu Warehousing Corporation, Krishnagiri","7058852","Bynappalli, Ramapuram, Post.Krishnagiri.","Krishnagiri","TAMIL NADU","10600","28-Mar-2025","27-Mar-2030","7695823293","Active",""
"Tamilnadu Warehousing Corporation","Tamilnadu Warehousing Corporation, Salem Junction.","7054802","Ariyagoundampatti Lake,, Suramangalam Post, Salem","Salem","TAMIL NADU","31600","27-Mar-2025","26-Mar-2030","9080775177","Active",""
"Tamilnadu Warehousing Corporation","TNWC, TINDIVANAM WAREHOUSE","7049588","AYYANTHOPPUR, NEAR GOVT COLLEGE,","Viluppuram","TAMIL NADU","9400","25-Mar-2025","24-Mar-2030","8056240400","Active",""
"Tamilnadu Warehousing Corporation","AMBASAMUDRAM","7093867","NO 601 TRAVELLERS BUNGALOW ROAD, AMBASAMUDRAM","Tirunelveli","TAMIL NADU","5500","23-May-2025","22-May-2030","8122122141","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION PALLADAM","7047426","NARANAPURAM, TIRUPPUR ROAD","Tiruppur","TAMIL NADU","7400","24-Mar-2025","23-Mar-2030","9943020033","Active",""
"Tamilnadu Warehousing Corporation","TIRUNELVELI","7074784","24 G, S.N. HIGH ROAD, TIRUNELVELI","Tirunelveli","TAMIL NADU","18000","22-Apr-2025","21-Apr-2030","7639954383","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING COPRPORATION,KOVILPATTI","7056336","NOPP TO INDUSTRIAL ESTATE, ETTAYAPURAM","Thoothukkudi","TAMIL NADU","9000","27-Mar-2025","26-Mar-2030","7598108580","Active",""
"THALAVADIPACS LTD","AA 291 THALAVADI PACS LTD","6764377","3/1203 HOSUR ROAD, THALAVADI","Erode","TAMIL NADU","100","28-Jul-2023","27-Jul-2028","9488152420","Active",""
"Thanjavur Market Committee","REGULATED MARKET - KUMBAKONAM","6648901","KEELA KOTTAIYUR, SWAMIMALAI ROAD","Thanjavur","TAMIL NADU","4000","03-Nov-2022","02-May-2027","9940913140","Active",""
"Thanjavur Market Committee","VALLAM REGULATED MARKET- 500MT","7027717","TRICHY MAIN ROAD, NEAR ADIKALAMATHA COLLAGE","Thanjavur","TAMIL NADU","500","28-Feb-2025","27-Feb-2030","7904137266","Active",""
"Thanjavur Market Committee","THANJAVUR REGULATED MARKET- OFFICE CUM GODOWN (500MT)","7030059","NANJIKOTTAI ROAD, NEAR ULAVAR SANTHAI","Thanjavur","TAMIL NADU","500","28-Feb-2025","27-Feb-2030","6380289219","Active",""
"Thanjavur Market Committee","REGULATED MARKET - THANJAVUR","6639009","NANJIKOTTAI ROAD, NEAR UZHAVAR SANDHAI","Thanjavur","TAMIL NADU","2000","06-Oct-2022","05-Jul-2027","9487109673","Active",""
"Thanjavur Market Committee","REGULATED MARKET - KUMBAKONAM","6640171","KEELA KOTTAIYUR, SWAMIMALAI ROAD","Thanjavur","TAMIL NADU","2000","10-Oct-2022","09-Jul-2027","9940913140","Active",""
"Thanjavur Market Committee","COLD STORAGE - VALAPPAKUDI","6749709","MANNARSAMUDRAM, THIRUVAIYARU","Thanjavur","TAMIL NADU","100","30-Jun-2023","29-Jun-2028","9677870366","Active",""
"Thanjavur Market Committee","BUDALUR REGULATED MARKET (3X550=1650)","7072713","CO OPERATIVE COLONY, NEAR UNION OFFICE","Thanjavur","TAMIL NADU","1650","17-Apr-2025","16-Apr-2030","9629462367","Active",""
"Thanjavur Market Committee","REGULATED MARKET - ORATHANADU","6628291","THENNAMANADU SALAI, ORATHANADU","Thanjavur","TAMIL NADU","1000","12-Sep-2022","11-Sep-2027","8667006488","Active",""
"Thanjavur Market Committee","REGULATED MARKET - ORATHANADU","6675003","THENNAMANADU SALAI, ORATHANADU","Thanjavur","TAMIL NADU","6000","18-Jan-2023","17-Jan-2028","8667006488","Active",""
"Thanjavur Market Committee","REGULATED MARKET - VALLAM","6641252","TIRUCHY MAIN ROAD, NEAR ADIKALAMATHA COLLEGE, VALLAM","Thanjavur","TAMIL NADU","2000","13-Oct-2022","12-Oct-2027","9788883558","Active",""
"Thanjavur Market Committee","REGULATED MARKET - BUDALUR","6642516","CO OPERATIVE COLONY, NEAR UNION OFFICE","Thanjavur","TAMIL NADU","1000","19-Oct-2022","18-Apr-2027","8610320240","Active",""
"Thanjavur Market Committee","REGULATED MARKET - BUDALUR","6675540","CO OPERATIVE COLONY, NEAR UNION OFFICE","Thanjavur","TAMIL NADU","10000","18-Jan-2023","17-Jan-2028","8610320240","Active",""
"Thanjavur Market Committee","THANJAVUR REGULATED MARKET- 500MT","7040769","NANJIKOTTAI ROAD, NEAR ULAVER SANTHAI","Thanjavur","TAMIL NADU","500","19-Mar-2025","18-Mar-2030","6380289219","Active",""
"Thanjavur Market Committee","REGULATED MARKET - THANJAVUR","6629281","NANJIKOTTAI ROAD, NEAR UZHAVAR SANDHAI","Thanjavur","TAMIL NADU","1000","13-Sep-2022","12-Sep-2027","9487109673","Active",""
"Thanjavur Market Committee","ORATHANADU REGULATED MARKET","7029960","THENNAMANADU SALAI, ORATHNADU","Thanjavur","TAMIL NADU","500","28-Feb-2025","27-Feb-2030","8667006488","Active",""
"Thanjavur Market Committee","REGULATED MARKET - VALLAM","6628473","TIRUCHY MAIN ROAD, NEAR ADIKALAMATHA COLLEGE, VALLAM","Thanjavur","TAMIL NADU","1000","12-Sep-2022","11-Sep-2027","9788883558","Active",""
"Thanjavur Market Committee","KUMBAKONAM REGULATED MARKET- 500&700MT","7069297","KEELAKOTTAIUR, SWAMIMALAI ROAD","Thanjavur","TAMIL NADU","1200","11-Apr-2025","10-Apr-2030","9940913140","Active",""
"THIRUVARUR MARKET COMMITTEE","Tiruvarur Regulated Market","6638100","Big mill streat vijayapuram Tiruvarur,","Thiruvarur","TAMIL NADU","500","03-Oct-2022","02-Oct-2027","9047155282","Active",""
"THIRUVARUR MARKET COMMITTEE","Mannargudi","6647911","Regulated Market, R.P Sivam Nagar Rajan ThottamMannargudi","Thiruvarur","TAMIL NADU","500","31-Oct-2022","30-Jul-2027","9585519491","Active",""
"THIRUVARUR MARKET COMMITTEE","Kudavasal","6650881","Koradachery road Arasur Mela Ogai AR MIll Arugil Kudavasal,","Thiruvarur","TAMIL NADU","500","14-Nov-2022","13-Nov-2027","9443251041","Active",""
"THIRUVARUR MARKET COMMITTEE","Kudavasal","6637748","Koradachery Road ARR Mill Kudavasal,","Thiruvarur","TAMIL NADU","500","29-Sep-2022","28-Sep-2027","8946028223","Active",""
"TIRUNELVELI MARKET COMMITTEE","Tisayanvillai 1000 MT","6995765","Vazhaithottam,Kumarapuram(post), Tisayanvillai","Tirunelveli","TAMIL NADU","1000","20-Nov-2024","19-May-2029","9865390334","Active",""
"TIRUNELVELI MARKET COMMITTEE","Sathankulam regulated market","6995492","pannamparai vilaku, sathankulam","Thoothukkudi","TAMIL NADU","500","20-Nov-2024","19-May-2029","7603887549","Active",""
"TIRUNELVELI MARKET COMMITTEE","Vallioor regulated market","6984512","315 Mainroad, vallioor","Tirunelveli","TAMIL NADU","800","08-Oct-2024","07-Apr-2029","8248636188","Active",""
"TIRUNELVELI MARKET COMMITTEE","Ambasamudram","6987127","arts college road,","Tirunelveli","TAMIL NADU","200","18-Oct-2024","17-Apr-2029","9787612127","Active",""
"TIRUNELVELI MARKET COMMITTEE","Kadambur Regulated market","7060650","Puliyampatti road, Kayathar taluk, Kadambur","Thoothukkudi","TAMIL NADU","1600","29-Mar-2025","28-Mar-2030","9865773270","Active",""
"TIRUNELVELI MARKET COMMITTEE","Sankarankovil Regulated Market","6995856","8,Rajapalayam road,Newcourt opposite,","Tirunelveli","TAMIL NADU","2000","21-Nov-2024","20-May-2029","9952849495","Active",""
"TIRUNELVELI MARKET COMMITTEE","Ambasamudram warehouse","6748537","Arts college road, ambasamudram","Tirunelveli","TAMIL NADU","2000","30-Jun-2023","29-Jun-2028","9787612127","Active",""
"TIRUNELVELI MARKET COMMITTEE","Tiruvenkadam","6814412","Vellankulam village, SF No.212/1 tiruvengadam","Tirunelveli","TAMIL NADU","2000","12-Dec-2023","11-Dec-2028","8667031527","Active",""
"TIRUNELVELI MARKET COMMITTEE","Pavoorchatram","6712350","kadayam road,","Tirunelveli","TAMIL NADU","5000","27-Apr-2023","26-Apr-2028","8778892076","Active",""
"TIRUNELVELI MARKET COMMITTEE","Ramayanpatti regulated market","6762843","ramayanpatti, tatchanallur","Tirunelveli","TAMIL NADU","2000","26-Jul-2023","25-Jul-2028","6369401502","Active",""
"TIRUNELVELI MARKET COMMITTEE","Thoothukudi godown","6671853","4/96 ettayapuram salai, thoothukudi","Thoothukkudi","TAMIL NADU","2000","11-Jan-2023","10-Jan-2028","9942009508","Active",""
"TIRUNELVELI MARKET COMMITTEE","Pudhur godown","6670863","pudhur, vilathikulam taluk","Thoothukkudi","TAMIL NADU","5000","06-Jan-2023","05-Jan-2028","7010275133","Active",""
"TIRUNELVELI MARKET COMMITTEE","Kalugumalai 500 MT","7074065","184, Sanakaran kovil road, Kalugumalai,","Thoothukkudi","TAMIL NADU","500","22-Apr-2025","21-Apr-2030","7986291288","Active",""
"TIRUNELVELI MARKET COMMITTEE","vilathikulam godown","6760862","main road, vilathikulam","Thoothukkudi","TAMIL NADU","1000","21-Jul-2023","20-Jul-2028","9786011413","Active",""
"TIRUNELVELI MARKET COMMITTEE","Vallioor warehouse","6711006","315 main road, vallioor","Tirunelveli","TAMIL NADU","2000","21-Apr-2023","20-Apr-2028","8248636188","Active",""
"TIRUNELVELI MARKET COMMITTEE","Kadayanallur Regulated Market","7013402","Opposit to EB Office ,Tenkasi to madurai main road,","Tirunelveli","TAMIL NADU","2000","30-Jan-2025","29-Jan-2030","7010576162","Active",""
"TIRUNELVELI MARKET COMMITTEE","Thoothukudi ware house","6712178","4/96 ettayapuram road, thoothukudi","Thoothukkudi","TAMIL NADU","2000","27-Apr-2023","26-Apr-2028","9942009508","Active",""
"TIRUNELVELI MARKET COMMITTEE","Pudhur Regulated Market 1000 MT","7044001","Pudhur, Vilathikulam Taluk","Thoothukkudi","TAMIL NADU","1000","21-Mar-2025","20-Mar-2030","7010275133","Active",""
"TIRUNELVELI MARKET COMMITTEE","Kovilpatti Regulated Market 1000 MT","7073885","Puthukiramam, Kovilpatti","Thoothukkudi","TAMIL NADU","1000","22-Apr-2025","21-Apr-2030","8825301530","Active",""
"TIRUNELVELI MARKET COMMITTEE","Srivaikundam Regulated Market 800 MT","7034192","8/12 Tiruchendur main road, Puthukkudi","Thoothukkudi","TAMIL NADU","800","06-Mar-2025","05-Mar-2030","8973292789","Active",""
"TIRUNELVELI MARKET COMMITTEE","Kadambur Regulated market","6998199","Puliyampatti Road,Kayathar Taluk, Kadambur","Thoothukkudi","TAMIL NADU","800","26-Nov-2024","25-May-2029","9865773270","Active",""
"TIRUPPUR MARKET COMMITTEE","Pethappampatti Regulated Market","6642060","Near Kongu Nagar Mill Gate, Dharapuram Road, Pethappampatti","Tiruppur","TAMIL NADU","5000","17-Oct-2022","16-Oct-2027","9710921187","Active",""
"TIRUPPUR MARKET COMMITTEE","Pethappampatti Regulated Market","6607865","Near Kongu Nagar Mill Gate, Dharapuram Road, Pethappampatti","Tiruppur","TAMIL NADU","10000","29-Jul-2022","28-Jul-2027","9710921187","Active",""
"TIRUPPUR MARKET COMMITTEE","Avinashi Regulated Market","6643050","Pudhupalayam Road, Avinashi","Tiruppur","TAMIL NADU","10000","19-Oct-2022","18-Oct-2027","9715216058","Active",""
"TIRUPPUR MARKET COMMITTEE","Kunnathur Regulated Market","6649081","Gobi Road, Kunnathur","Tiruppur","TAMIL NADU","1000","03-Nov-2022","02-Nov-2027","9080617966","Active",""
"TIRUPPUR MARKET COMMITTEE","Muthur Regulated Market","6649800","81A, Perumal Pudur, Muthur","Tiruppur","TAMIL NADU","2000","07-Nov-2022","06-Nov-2027","9842434624","Active",""
"TIRUPPUR MARKET COMMITTEE","Vellakovil Regulated Market","7060387","18,Kovai Main Road, Kangayam","Tiruppur","TAMIL NADU","2000","29-Mar-2025","28-Mar-2030","9786665152","Active",""
"TIRUPPUR MARKET COMMITTEE","Alangiyam Regulated Market","6642789","Palani Main Road, Alangiyam","Tiruppur","TAMIL NADU","2000","19-Oct-2022","18-Oct-2027","9965341994","Active",""
"TIRUPPUR MARKET COMMITTEE","Vellakovil Regulated Market","6643142","18, Kovai Main Road, Vellakovil","Tiruppur","TAMIL NADU","2000","19-Oct-2022","18-Oct-2027","9786665152","Active",""
"TIRUPPUR MARKET COMMITTEE","Kangayam Regulated Market","7060924","Karur Road, Kangayam","Tiruppur","TAMIL NADU","2000","29-Mar-2025","28-Mar-2030","9677224564","Active",""
"TIRUPPUR MARKET COMMITTEE","Madathukulam Regulated Market","7060833","SunadaramLayout, Palani Road","Tiruppur","TAMIL NADU","2000","29-Mar-2025","28-Mar-2030","8778095875","Active",""
"TIRUPPUR MARKET COMMITTEE","Pongalur Regulated Market","6641344","Sakthi Nagar, Trichy Road","Tiruppur","TAMIL NADU","2000","13-Oct-2022","12-Oct-2027","9942420525","Active",""
"TIRUPPUR MARKET COMMITTEE","Udumalpet Regulated Market","6641617","Pollachi Road, Opp Fire Station","Tiruppur","TAMIL NADU","4000","15-Oct-2022","14-Oct-2027","9940919150","Active",""
"TIRUPPUR MARKET COMMITTEE","Mulanur Regulated Market","6719553","Dharapuram Road, Mulanur","Tiruppur","TAMIL NADU","4000","24-May-2023","23-May-2028","9865425708","Active",""
"TIRUPPUR MARKET COMMITTEE","Kangayam Regulated Market","6646293","Karur Road, Kangayam","Tiruppur","TAMIL NADU","2000","28-Oct-2022","27-Jul-2027","9677224564","Active",""
"TIRUPPUR MARKET COMMITTEE","Muthur Regulated Market","6608400","81A, Perumal Pudur, Muthur","Tiruppur","TAMIL NADU","2000","29-Jul-2022","28-Jul-2027","9842434624","Active",""
"TIRUPPUR MARKET COMMITTEE","Cheyur Regulated Market","6642698","Puliyampatti Road, Sevur","Tiruppur","TAMIL NADU","5000","19-Oct-2022","18-Oct-2027","8531043371","Active",""
"TIRUPPUR MARKET COMMITTEE","Dharapuram Regulated Market Godown A","6974166","230, C Ammapatti, Opp to Panjappatti Bus Stand, Elis Nagar PO, Pollachi Road, Dharapuram","Tiruppur","TAMIL NADU","1000","02-Sep-2024","01-Sep-2029","9092413924","Active",""
"TIRUPPUR MARKET COMMITTEE","Tiruppur Regulated Market","6608582","287/35, Cotton Market Complex,, Palladam Road","Tiruppur","TAMIL NADU","2000","01-Aug-2022","31-Jul-2027","9095338774","Active",""
"TIRUPPUR MARKET COMMITTEE","Palladam Regulated Market","6642425","Mangalam Road, Palladam","Tiruppur","TAMIL NADU","2000","18-Oct-2022","17-Oct-2027","8610900270","Active",""
"TIRUPPUR MARKET COMMITTEE","Pongalur Regulated Market","6608491","Sakthi Nagar, Trichy Road","Tiruppur","TAMIL NADU","2000","29-Jul-2022","28-Jul-2027","9942420525","Active",""
"TIRUPPUR MARKET COMMITTEE","Madathukulam Regulated Market","6623888","Sundaram Iyer Layout,, Palani Road","Tiruppur","TAMIL NADU","2000","30-Aug-2022","29-Aug-2027","8778095875","Active",""
"TIRUPPUR MARKET COMMITTEE","Muthur Regulated Market","7060569","81APerumalPuthur, Muthur","Tiruppur","TAMIL NADU","180","29-Mar-2025","28-Mar-2030","9495040037","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET MANGALA MAMANDUR","6980106","KILKODUNGALORE POST,","Tiruvannamalai","TAMIL NADU","500","26-Sep-2024","25-Dec-2028","7010146380","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, VANDAVASI","6991442","16C, KULATHU STREET,","Tiruvannamalai","TAMIL NADU","5000","01-Nov-2024","30-Apr-2029","9445186973","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, VETTAVALAM","6716492","Villupuram Main Road,","Tiruvannamalai","TAMIL NADU","500","15-May-2023","14-May-2028","9952560287","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET VETTAVALAM","6983522","VILLUPURAM MAIN ROAD,","Tiruvannamalai","TAMIL NADU","500","04-Oct-2024","03-Jan-2029","9952560287","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, POLUR","6671408","VELLORE MAIN ROAD, POLUR","Tiruvannamalai","TAMIL NADU","2000","10-Jan-2023","09-Jan-2028","9842280866","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, DESUR","6694178","MAIN ROAD, DESUR,","Tiruvannamalai","TAMIL NADU","2000","14-Mar-2023","13-Mar-2028","9486170453","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET KILPENNATHUR","6739536","TIRUVANNAMALAI ROAD, KILPENNATHUR","Tiruvannamalai","TAMIL NADU","500","19-Jun-2023","18-Jun-2028","9600029874","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, VANDAVASI","6663751","16C, KULATHU STREET,","Tiruvannamalai","TAMIL NADU","2000","19-Dec-2022","18-Dec-2027","9445186973","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","SUB REGULATED MARKET, KANNAMANGALAM","6895148","KANNAMANGALAM, AMMAPALAYAM","Tiruvannamalai","TAMIL NADU","500","27-Mar-2024","26-Sep-2028","9976452368","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, CHEYYAR","6678965","Arcot road, cheyyar","Tiruvannamalai","TAMIL NADU","1000","31-Jan-2023","30-Jan-2028","7904308982","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, CHETPET","6701379","VANDAVASI ROAD, CHETPET,","Tiruvannamalai","TAMIL NADU","2000","28-Mar-2023","27-Mar-2028","9043691234","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, CHETPET","6979298","VANDAVASI ROAD, CHETPET,","Tiruvannamalai","TAMIL NADU","5000","24-Sep-2024","23-Dec-2028","9043691234","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, DUSI","6647648","NO.23/83, KANCHIPURAM MAIN ROAD,, ABDULLAPURAM","Tiruvannamalai","TAMIL NADU","4000","31-Oct-2022","30-Oct-2027","9940225611","Active",""
"TIRUVANNAMALAI MARKET COMMITTEE","REGULATED MARKET, VANDAVASI","6980825","16C KULATHU STREET,","Tiruvannamalai","TAMIL NADU","800","27-Sep-2024","26-Mar-2029","9445186973","Active",""
